car_id,brand,model,variant,price,fuel_type,engine_cc,transmission,mileage_kmpl,body_type,seating_capacity,source_dataset
maruti_suzuki_eeco_7_str,Maruti Suzuki,Eeco,7 Str,,Petrol,,Manual - 5 Gears,15 km/litre,MPV,7.0,dataset6
maruti_suzuki_eeco_5_str_with_ac+htr,Maruti Suzuki,Eeco,5 Str With Ac+Htr,,Petrol,,Manual - 5 Gears,15 km/litre,MPV,5.0,dataset6
maruti_suzuki_eeco_5_str_with_ac+htr_cn,Maruti Suzuki,Eeco,5 Str With Ac+Htr Cng,,CNG,,Manual - 5 Gears,,MPV,5.0,dataset6
maruti_suzuki_eeco_5_str_with_htr_cng,Maruti Suzuki,Eeco,5 Str With Htr Cng,,CNG,,Manual - 5 Gears,,MPV,5.0,dataset6
maruti_suzuki_alto_k10_lxi,Maruti Suzuki,Alto K10,Lxi,,Petrol,,Manual - 5 Gears,24.07 km/litre,Hatchback,5.0,dataset6
maruti_suzuki_alto_k10_vxi,Maruti Suzuki,Alto K10,Vxi,,Petrol,,Manual - 5 Gears,24.07 km/litre,Hatchback,5.0,dataset6
maruti_suzuki_alto_k10_lx,Maruti Suzuki,Alto K10,Lx,,Petrol,,Manual - 5 Gears,24.07 km/litre,Hatchback,5.0,dataset6
maruti_suzuki_alto_k10_vxi_(o),Maruti Suzuki,Alto K10,Vxi (O),,Petrol,,Manual - 5 Gears,24.07 km/litre,Hatchback,5.0,dataset6
maruti_suzuki_alto_k10_lxi_cng_(o),Maruti Suzuki,Alto K10,Lxi Cng (O),,CNG,,Manual - 5 Gears,,Hatchback,5.0,dataset6
maruti_suzuki_alto_k10_vxi_amt_(o),Maruti Suzuki,Alto K10,Vxi Amt (O),,Petrol,,Manual - 5 Gears,24.07 km/litre,Hatchback,5.0,dataset6
datsun_go_d,Datsun,Go,D,,Petrol,,Manual - 5 Gears,20.1 km/litre,Hatchback,5.0,dataset6
datsun_go_t,Datsun,Go,T,,Petrol,,Manual - 5 Gears,20.1 km/litre,Hatchback,5.0,dataset6
datsun_go_t_(o),Datsun,Go,T (O),,Petrol,,Manual - 5 Gears,20.1 km/litre,Hatchback,5.0,dataset6
datsun_go_a_(o),Datsun,Go,A (O),,Petrol,,Manual - 5 Gears,20.1 km/litre,Hatchback,5.0,dataset6
datsun_go_a,Datsun,Go,A,,Petrol,,Manual - 5 Gears,20.1 km/litre,Hatchback,5.0,dataset6
datsun_go_t_vdc,Datsun,Go,T Vdc,,Petrol,,Manual - 5 Gears,20.1 km/litre,Hatchback,5.0,dataset6
datsun_go_t_(o)_vdc,Datsun,Go,T (O) Vdc,,Petrol,,Manual - 5 Gears,20.1 km/litre,Hatchback,5.0,dataset6
datsun_go_t_cvt,Datsun,Go,T Cvt,,Petrol,,Manual - 5 Gears,20.1 km/litre,Hatchback,5.0,dataset6
datsun_go_t_(o)_cvt,Datsun,Go,T (O) Cvt,,Petrol,,Manual - 5 Gears,20.1 km/litre,Hatchback,5.0,dataset6
maruti_suzuki_celerio_tour_h2,Maruti Suzuki,Celerio Tour,H2,,Petrol,,Manual - 5 Gears,23.1 km/litre,Hatchback,5.0,dataset6
maruti_suzuki_celerio_tour_h2_cng,Maruti Suzuki,Celerio Tour,H2 Cng,,CNG,,Manual - 5 Gears,,Hatchback,5.0,dataset6
hyundai_santro_era_mt,Hyundai,Santro,Era Mt,,Petrol,,Manual - 5 Gears,20.3 km/litre,Hatchback,5.0,dataset6
hyundai_santro_magna_mt,Hyundai,Santro,Magna Mt,,Petrol,,Manual - 5 Gears,20.3 km/litre,Hatchback,5.0,dataset6
hyundai_santro_magna_mt_cng,Hyundai,Santro,Magna Mt Cng,,CNG,,Manual - 5 Gears,,Hatchback,5.0,dataset6
hyundai_santro_magna_amt,Hyundai,Santro,Magna Amt,,Petrol,,Manual - 5 Gears,20.3 km/litre,Hatchback,5.0,dataset6
hyundai_santro_sportz_mt,Hyundai,Santro,Sportz Mt,,Petrol,,Manual - 5 Gears,20.3 km/litre,Hatchback,5.0,dataset6
hyundai_santro_sportz_mt_cng,Hyundai,Santro,Sportz Mt Cng,,CNG,,Manual - 5 Gears,,Hatchback,5.0,dataset6
hyundai_santro_sportz_amt,Hyundai,Santro,Sportz Amt,,Petrol,,Manual - 5 Gears,20.3 km/litre,Hatchback,5.0,dataset6
hyundai_santro_asta_mt,Hyundai,Santro,Asta Mt,,Petrol,,Manual - 5 Gears,20.3 km/litre,Hatchback,5.0,dataset6
tata_tiago_revotron_xe,Tata,Tiago,Revotron Xe,,Petrol,,Manual - 5 Gears,23 km/litre,Hatchback,5.0,dataset6
tata_tiago_revotron_xt,Tata,Tiago,Revotron Xt,,Petrol,,Manual - 5 Gears,23 km/litre,Hatchback,5.0,dataset6
tata_tiago_revotron_xz,Tata,Tiago,Revotron Xz,,Petrol,,Manual - 5 Gears,23 km/litre,Hatchback,5.0,dataset6
tata_tiago_revotron_xz_plus,Tata,Tiago,Revotron Xz Plus,,Petrol,,Manual - 5 Gears,23 km/litre,Hatchback,5.0,dataset6
tata_tiago_revotron_xz_plus_dua,Tata,Tiago,Revotron Xz Plus Dual Tone,,Petrol,,Manual - 5 Gears,23 km/litre,Hatchback,5.0,dataset6
tata_tiago_revotron_xza,Tata,Tiago,Revotron Xza,,Petrol,,Manual - 5 Gears,24 km/litre,Hatchback,5.0,dataset6
tata_tiago_revotron_xza_plus,Tata,Tiago,Revotron Xza Plus,,Petrol,,Manual - 5 Gears,24 km/litre,Hatchback,5.0,dataset6
tata_tiago_revotron_xza_plus_du,Tata,Tiago,Revotron Xza Plus Dual Tone,,Petrol,,Manual - 5 Gears,24 km/litre,Hatchback,5.0,dataset6
maruti_suzuki_celerio_x_vxi_(o),Maruti Suzuki,Celerio X,Vxi (O),,Petrol,,Manual - 5 Gears,23.1 km/litre,Hatchback,5.0,dataset6
maruti_suzuki_celerio_x_vxi,Maruti Suzuki,Celerio X,Vxi,,Petrol,,Manual - 5 Gears,23.1 km/litre,Hatchback,5.0,dataset6
maruti_suzuki_celerio_x_vxi_amt,Maruti Suzuki,Celerio X,Vxi Amt,,Petrol,,Manual - 5 Gears,23.1 km/litre,Hatchback,5.0,dataset6
maruti_suzuki_celerio_x_vxi_amt_(o),Maruti Suzuki,Celerio X,Vxi Amt (O),,Petrol,,Manual - 5 Gears,23.1 km/litre,Hatchback,5.0,dataset6
maruti_suzuki_celerio_x_zxi,Maruti Suzuki,Celerio X,Zxi,,Petrol,,Manual - 5 Gears,23.1 km/litre,Hatchback,5.0,dataset6
maruti_suzuki_celerio_x_zxi_(o),Maruti Suzuki,Celerio X,Zxi (O),,Petrol,,Manual - 5 Gears,23.1 km/litre,Hatchback,5.0,dataset6
maruti_suzuki_celerio_x_zxi_amt,Maruti Suzuki,Celerio X,Zxi Amt,,Petrol,,Manual - 5 Gears,23.1 km/litre,Hatchback,5.0,dataset6
maruti_suzuki_celerio_x_zxi_amt_(o),Maruti Suzuki,Celerio X,Zxi Amt (O),,Petrol,,Manual - 5 Gears,23.1 km/litre,Hatchback,5.0,dataset6
maruti_suzuki_ignis_alpha_1.2_amt,Maruti Suzuki,Ignis,Alpha 1.2 Amt,,Petrol,,Manual - 5 Gears,20.89 km/litre,Hatchback,5.0,dataset6
maruti_suzuki_ignis_alpha_1.2_mt,Maruti Suzuki,Ignis,Alpha 1.2 Mt,,Petrol,,Manual - 5 Gears,20.89 km/litre,Hatchback,5.0,dataset6
maruti_suzuki_ignis_delta_1.2_amt,Maruti Suzuki,Ignis,Delta 1.2 Amt,,Petrol,,Manual - 5 Gears,20.89 km/litre,Hatchback,5.0,dataset6
maruti_suzuki_ignis_delta_1.2_mt,Maruti Suzuki,Ignis,Delta 1.2 Mt,,Petrol,,Manual - 5 Gears,20.89 km/litre,Hatchback,5.0,dataset6
maruti_suzuki_ignis_sigma_1.2_mt,Maruti Suzuki,Ignis,Sigma 1.2 Mt,,Petrol,,Manual - 5 Gears,20.89 km/litre,Hatchback,5.0,dataset6
maruti_suzuki_ignis_zeta_1.2_amt,Maruti Suzuki,Ignis,Zeta 1.2 Amt,,Petrol,,Manual - 5 Gears,20.89 km/litre,Hatchback,5.0,dataset6
maruti_suzuki_ignis_zeta_1.2_mt,Maruti Suzuki,Ignis,Zeta 1.2 Mt,,Petrol,,Manual - 5 Gears,20.89 km/litre,Hatchback,5.0,dataset6
renault_triber_rxe,Renault,Triber,Rxe,,Petrol,,Automatic,20.5 km/litre,MUV,7.0,dataset6
renault_triber_rxl,Renault,Triber,Rxl,,Petrol,,Automatic,20.5 km/litre,MUV,7.0,dataset6
renault_triber_rxt,Renault,Triber,Rxt,,Petrol,,Automatic,20.5 km/litre,MUV,7.0,dataset6
renault_triber_rxz,Renault,Triber,Rxz,,Petrol,,Automatic,20.5 km/litre,MUV,7.0,dataset6
premier_rio_gx,Premier,Rio,Gx,,Petrol,,Manual - 5 Gears,16 km/litre,SUV,5.0,dataset6
premier_rio_ex,Premier,Rio,Ex,,Diesel,,Manual - 5 Gears,16 km/litre,SUV,5.0,dataset6
premier_rio_glx,Premier,Rio,Glx,,Petrol,,Manual - 5 Gears,16 km/litre,SUV,5.0,dataset6
premier_rio_dx,Premier,Rio,Dx,,Diesel,,Manual - 5 Gears,16 km/litre,SUV,5.0,dataset6
premier_rio_lx,Premier,Rio,Lx,,Diesel,,Manual - 5 Gears,16 km/litre,SUV,5.0,dataset6
premier_rio_crdi4,Premier,Rio,Crdi4,,Diesel,,Manual - 5 Gears,23.7 km/litre,SUV,5.0,dataset6
toyota_etios_liva_g,Toyota,Etios Liva,G,,Petrol,,Manual - 5 Gears,18.16 km/litre,Hatchback,5.0,dataset6
toyota_etios_liva_v,Toyota,Etios Liva,V,,Petrol,,Manual - 5 Gears,18.16 km/litre,Hatchback,5.0,dataset6
toyota_etios_liva_gd,Toyota,Etios Liva,Gd,,Diesel,,Manual - 5 Gears,23.59 km/litre,Hatchback,5.0,dataset6
toyota_etios_liva_vx,Toyota,Etios Liva,Vx,,Petrol,,Manual - 5 Gears,18.16 km/litre,Hatchback,5.0,dataset6
toyota_etios_liva_vxd,Toyota,Etios Liva,Vxd,,Diesel,,Manual - 5 Gears,23.59 km/litre,Hatchback,5.0,dataset6
toyota_etios_liva_vd,Toyota,Etios Liva,Vd,,Diesel,,Manual - 5 Gears,23.59 km/litre,Hatchback,5.0,dataset6
toyota_etios_liva_dual_tone_v,Toyota,Etios Liva,Dual Tone V,,Petrol,,Manual - 5 Gears,18.16 km/litre,Hatchback,5.0,dataset6
toyota_etios_liva_dual_tone_vd,Toyota,Etios Liva,Dual Tone Vd,,Diesel,,Manual - 5 Gears,23.59 km/litre,Hatchback,5.0,dataset6
toyota_etios_liva_dual_tone_vx,Toyota,Etios Liva,Dual Tone Vx,,Petrol,,Manual - 5 Gears,18.16 km/litre,Hatchback,5.0,dataset6
toyota_etios_liva_dual_tone_vxd,Toyota,Etios Liva,Dual Tone Vxd,,Diesel,,Manual - 5 Gears,23.59 km/litre,Hatchback,5.0,dataset6
toyota_etios_liva_gx,Toyota,Etios Liva,Gx,,Petrol,,Manual - 5 Gears,18.16 km/litre,Hatchback,5.0,dataset6
toyota_etios_liva_gxd,Toyota,Etios Liva,Gxd,,Diesel,,Manual - 5 Gears,23.59 km/litre,Hatchback,5.0,dataset6
toyota_etios_liva_vx_dual_tone_limited,Toyota,Etios Liva,Vx Dual Tone Limited Edition,,Petrol,,Manual - 5 Gears,18.16 km/litre,Hatchback,5.0,dataset6
toyota_etios_liva_vxd_dual_tone_limite,Toyota,Etios Liva,Vxd Dual Tone Limited Edition,,Diesel,,Manual - 5 Gears,23.59 km/litre,Hatchback,5.0,dataset6
nissan_micra_active_xl,Nissan,Micra Active,Xl,,Petrol,,Manual - 5 Gears,18.97 km/litre,Hatchback,5.0,dataset6
nissan_micra_active_xv,Nissan,Micra Active,Xv,,Petrol,,Manual - 5 Gears,19.49 km/litre,Hatchback,5.0,dataset6
nissan_micra_active_xl_(o),Nissan,Micra Active,Xl (O),,Petrol,,Manual - 5 Gears,18.97 km/litre,Hatchback,5.0,dataset6
tata_bolt_xt_diesel,Tata,Bolt,Xt Diesel,,Diesel,,Manual - 5 Gears,22.95 km/litre,Hatchback,5.0,dataset6
tata_bolt_xe_diesel,Tata,Bolt,Xe Diesel,,Diesel,,Manual - 5 Gears,22.95 km/litre,Hatchback,5.0,dataset6
tata_bolt_xm_diesel,Tata,Bolt,Xm Diesel,,Diesel,,Manual - 5 Gears,22.95 km/litre,Hatchback,5.0,dataset6
tata_bolt_xms_diesel,Tata,Bolt,Xms Diesel,,Diesel,,Manual - 5 Gears,22.95 km/litre,Hatchback,5.0,dataset6
tata_bolt_xt_petrol,Tata,Bolt,Xt Petrol,,Petrol,,Manual - 5 Gears,17.57 km/litre,Hatchback,5.0,dataset6
tata_bolt_xe_petrol,Tata,Bolt,Xe Petrol,,Petrol,,Manual - 5 Gears,17.57 km/litre,Hatchback,5.0,dataset6
tata_bolt_xm_petrol,Tata,Bolt,Xm Petrol,,Petrol,,Manual - 5 Gears,17.57 km/litre,Hatchback,5.0,dataset6
tata_bolt_xms_petrol,Tata,Bolt,Xms Petrol,,Petrol,,Manual - 5 Gears,17.57 km/litre,Hatchback,5.0,dataset6
hyundai_xcent_prime_cng_t_+_(cng_+,Hyundai,Xcent Prime,Cng T + (Cng +,,Petrol,,Manual - 5 Gears,,Sedan,5.0,dataset6
hyundai_xcent_prime_t,Hyundai,Xcent Prime,T,,Petrol,,Manual - 5 Gears,15.7 km/litre,Sedan,5.0,dataset6
hyundai_xcent_prime_t+,Hyundai,Xcent Prime,T+,,Petrol,,Manual - 5 Gears,,Sedan,5.0,dataset6
hyundai_xcent_prime_cng_t_(cng_+,Hyundai,Xcent Prime,Cng T (Cng +,,Petrol,,Manual - 5 Gears,,Sedan,5.0,dataset6
hyundai_xcent_prime_t+_crdi,Hyundai,Xcent Prime,T+ Crdi,,Diesel,,Manual - 5 Gears,20.14 km/litre,Sedan,5.0,dataset6
hyundai_xcent_prime_t_crdi,Hyundai,Xcent Prime,T Crdi,,Diesel,,Manual - 5 Gears,20 km/litre,Sedan,5.0,dataset6
maruti_suzuki_dzire_tour_ldi,Maruti Suzuki,Dzire Tour,Ldi,,Diesel,,Manual - 5 Gears,28.4 km/litre,Sedan,5.0,dataset6
maruti_suzuki_dzire_tour_lxi,Maruti Suzuki,Dzire Tour,Lxi,,Petrol,,Manual - 5 Gears,22 km/litre,Sedan,5.0,dataset6
maruti_suzuki_dzire_tour_lxi_cng,Maruti Suzuki,Dzire Tour,Lxi Cng,,CNG,,Manual - 5 Gears,,Sedan,5.0,dataset6
hyundai_elite_i20_era_1.2,Hyundai,Elite I20,Era 1.2,,Petrol,,Manual - 5 Gears,18.6 km/litre,Hatchback,5.0,dataset6
hyundai_elite_i20_era_1.4_crdi,Hyundai,Elite I20,Era 1.4 Crdi,,Diesel,,Manual - 5 Gears,22.54 km/litre,Hatchback,5.0,dataset6
hyundai_elite_i20_magna_plus,Hyundai,Elite I20,Magna Plus,,Petrol,,Manual - 5 Gears,18.6 km/litre,Hatchback,5.0,dataset6
hyundai_elite_i20_magna_plus_crdi,Hyundai,Elite I20,Magna Plus Crdi,,Diesel,,Manual - 5 Gears,22.54 km/litre,Hatchback,5.0,dataset6
hyundai_elite_i20_sportz_plus,Hyundai,Elite I20,Sportz Plus,,Petrol,,Manual - 5 Gears,18.6 km/litre,Hatchback,5.0,dataset6
hyundai_elite_i20_sportz_plus_crdi_dua,Hyundai,Elite I20,Sportz Plus Crdi Dual Tone,,Diesel,,Manual - 5 Gears,22.54 km/litre,Hatchback,5.0,dataset6
hyundai_elite_i20_asta_(o)_1.2,Hyundai,Elite I20,Asta (O) 1.2,,Petrol,,Manual - 5 Gears,18.15 km/litre,Hatchback,5.0,dataset6
hyundai_elite_i20_asta_(o)_crdi,Hyundai,Elite I20,Asta (O) Crdi,,Diesel,,Manual - 5 Gears,22.54 km/litre,Hatchback,5.0,dataset6
hyundai_elite_i20_asta_(o)_cvt,Hyundai,Elite I20,Asta (O) Cvt,,Petrol,,Manual - 5 Gears,18.6 km/litre,Hatchback,5.0,dataset6
hyundai_elite_i20_sportz_plus_dual_ton,Hyundai,Elite I20,Sportz Plus Dual Tone,,Petrol,,Manual - 5 Gears,18.6 km/litre,Hatchback,5.0,dataset6
hyundai_elite_i20_sportz_plus_cvt,Hyundai,Elite I20,Sportz Plus Cvt,,Petrol,,Manual - 5 Gears,18.6 km/litre,Hatchback,5.0,dataset6
hyundai_elite_i20_sportz_plus_crdi,Hyundai,Elite I20,Sportz Plus Crdi,,Diesel,,Manual - 5 Gears,22.54 km/litre,Hatchback,5.0,dataset6
hyundai_aura_e_1.2_petrol,Hyundai,Aura,E 1.2 Petrol,,Petrol,,Manual - 5 Gears,20.5 km/litre,Sedan,5.0,dataset6
hyundai_aura_s_1.2_petrol,Hyundai,Aura,S 1.2 Petrol,,Petrol,,Manual - 5 Gears,20.5 km/litre,Sedan,5.0,dataset6
hyundai_aura_s_1.2_amt_petrol,Hyundai,Aura,S 1.2 Amt Petrol,,Petrol,,Manual - 5 Gears,20.1 km/litre,Sedan,5.0,dataset6
